step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,hour_of_day,account_open_step_orig,isFraud,velocity_24h,is_new_beneficiary,rule_flagged
0,TRANSFER,7146.35,C101872,54821.29,47674.95,C100023,90784.28,97930.63,0,-366,0,0,1,0
0,TRANSFER,20046.32,C101451,229814.65,209768.33,C100159,40431.6,60477.92,0,173,0,0,1,1
0,TRANSFER,11498.66,C100370,26349.55,14850.89,C100232,21072.22,32570.89,0,216,0,0,1,1
0,TRANSFER,7896.82,C100767,808694.96,800798.14,C101529,86284.33,94181.16,0,-210,0,0,1,0
0,TRANSFER,30315.89,C100353,125124.88,94808.99,C100212,465107.46,495423.35,0,717,0,0,1,1
0,TRANSFER,1201713.73,C101984,37530.1,0.0,C101293,191902.79,1393616.51,15,131,0,0,1,1
0,TRANSFER,3737.72,C101984,37530.1,33792.38,C101379,0.0,3737.72,15,131,0,0,1,1
0,TRANSFER,4314.39,C101952,91177.99,86863.6,C100127,52652.69,56967.08,0,-41,0,0,1,0
0,TRANSFER,1548.06,C100496,85263.29,83715.24,C100631,30227.64,31775.7,0,332,0,0,1,1
0,TRANSFER,33270.81,C101149,131528.54,98257.73,C101132,105050.72,138321.52,0,567,0,0,1,1
0,TRANSFER,17766.41,C101854,110175.71,92409.3,C100766,11096.44,28862.85,0,-46,0,0,1,0
0,TRANSFER,38972.37,C100932,405883.65,366911.28,C101052,33381.55,72353.92,0,289,0,0,1,1
0,TRANSFER,37526.25,C101928,45031.5,7505.25,C101255,148806.81,186333.06,0,694,0,0,1,1
0,TRANSFER,2729.32,C100970,338969.12,336239.8,MULE459708,0.0,2729.32,16,220,0,0,1,1
0,TRANSFER,1825.8,C100970,338969.12,337143.32,MULE459708,0.0,1825.8,16,220,0,0,1,1
0,TRANSFER,869055.81,C100970,338969.12,0.0,MULE459708,0.0,869055.81,16,220,1,0,1,1
0,TRANSFER,1785.83,C100915,1018169.89,1016384.06,MULE359957,0.0,1785.83,16,333,0,0,1,1
0,TRANSFER,4908.45,C100915,1018169.89,1013261.44,MULE359957,0.0,4908.45,16,333,0,0,1,1
0,TRANSFER,2328.49,C100915,1018169.89,1015841.4,MULE359957,0.0,2328.49,16,333,0,0,1,1
0,TRANSFER,30772.25,C100985,57728.88,26956.63,C100017,44696.03,75468.28,0,117,0,0,1,1
0,TRANSFER,8915.89,C100555,62564.56,53648.67,C101523,14724.62,23640.51,0,-356,0,0,1,0
0,TRANSFER,21156.43,C100550,25387.71,4231.29,C101233,280327.38,301483.81,0,373,0,0,1,1
0,TRANSFER,1484.94,C101984,37530.1,36045.16,C101070,0.0,1484.94,15,131,0,0,1,1
0,TRANSFER,2748.54,C101805,4229.44,1480.89,C100220,110328.25,113076.8,0,-295,0,0,1,0
0,TRANSFER,10039.63,C101802,75751.44,65711.81,C101148,832396.21,842435.84,0,-112,0,0,1,0
0,TRANSFER,3699.77,C100539,210551.59,206851.83,C100158,222566.63,226266.4,0,694,0,0,1,1
0,TRANSFER,7372.24,C100891,163724.46,156352.22,C100895,23098.47,30470.71,0,-54,0,0,1,0
0,TRANSFER,8690.17,C101936,416514.16,407823.99,C100556,7950.2,16640.37,0,606,0,0,1,1
0,TRANSFER,4531.89,C101937,173454.88,168922.99,C101819,68846.18,73378.07,0,-132,0,0,1,0
0,TRANSFER,9647.36,C100525,223881.24,214233.88,C101408,178459.75,188107.12,0,661,0,0,1,1
0,TRANSFER,12606.04,C101081,26093.37,13487.32,C101796,13473.55,26079.59,0,291,0,0,1,1
0,TRANSFER,10930.72,C100863,3880356.06,3869425.34,C101752,79733.96,90664.68,0,180,0,0,1,1
0,TRANSFER,2537.68,C100858,65675.02,63137.34,C101226,32942.16,35479.84,0,631,0,0,1,1
0,TRANSFER,10006.5,C101124,132081.33,122074.82,C101421,85956.62,95963.12,0,-4,0,0,1,1
0,TRANSFER,12016.16,C101770,58258.41,46242.25,C101624,91432.41,103448.57,0,-132,0,0,1,0
0,TRANSFER,7370.81,C100229,137688.26,130317.45,C100820,15539.16,22909.97,0,47,0,0,1,1
0,TRANSFER,4904.78,C101984,37530.1,32625.32,C101382,0.0,4904.78,15,131,0,0,1,1
0,TRANSFER,2728.66,C101310,53776.77,51048.11,C101275,25377.45,28106.11,0,620,0,0,1,1
0,TRANSFER,856.66,C100722,12313.68,11457.02,C101938,107121.73,107978.39,0,-213,0,0,1,0
0,TRANSFER,34341.63,C100745,397166.72,362825.09,C100367,61985.42,96327.05,0,-299,0,0,1,0
0,TRANSFER,24572.47,C100323,100113.49,75541.02,C100542,67194.83,91767.3,0,-414,0,0,1,0
0,TRANSFER,2720.78,C101644,71055.03,68334.25,C101402,41954.61,44675.39,0,-45,0,0,1,0
0,TRANSFER,60317.97,C101517,91847.91,31529.93,C100459,9897.95,70215.92,0,482,0,0,1,1
0,TRANSFER,6987.07,C101524,32710.56,25723.48,C100478,246367.37,253354.44,0,133,0,0,1,1
0,TRANSFER,8566.91,C101662,58961.08,50394.17,C101864,12595.44,21162.35,0,-269,0,0,1,0
0,TRANSFER,3291.3,C101554,300206.87,296915.58,C101785,22953.19,26244.49,0,146,0,0,1,1
0,TRANSFER,3577.06,C100756,212460.48,208883.41,C100063,155690.46,159267.53,0,-477,0,0,1,0
0,TRANSFER,10805.32,C101504,119830.03,109024.7,C100706,159591.37,170396.69,0,221,0,0,1,1
0,TRANSFER,3733.49,C100738,1885855.89,1882122.39,C100499,432894.86,436628.35,0,-243,0,0,1,0
0,TRANSFER,4510.96,C101501,482416.47,477905.51,C101242,134786.88,139297.84,0,-19,0,0,1,1
0,TRANSFER,24186.77,C101904,29024.13,4837.35,C101006,9242.62,33429.4,0,230,0,0,1,1
0,TRANSFER,33151.51,C100068,186620.56,153469.05,C100428,96741.32,129892.84,0,183,0,0,1,1
1,TRANSFER,53950.7,C100642,64740.84,10790.14,C101826,275154.44,329105.14,1,648,0,0,1,1
1,TRANSFER,4097.19,C101839,80538.96,76441.77,C100170,35561.41,39658.61,1,385,0,0,1,1
1,TRANSFER,2849.46,C101087,33308.3,30458.83,C100314,179036.48,181885.94,1,341,0,0,1,1
1,TRANSFER,7435.46,C101800,67310.61,59875.15,C100722,12313.68,19749.14,1,307,0,0,1,1
1,TRANSFER,6925.59,C100213,833997.0,827071.41,C100841,367793.56,374719.15,1,-250,0,0,1,0
1,TRANSFER,9313.72,C100415,502884.49,493570.78,C100031,54602.67,63916.39,1,370,0,0,1,1
1,TRANSFER,17340.09,C100606,29988.94,12648.85,C101966,29919.7,47259.78,1,39,0,0,1,1
1,TRANSFER,4103.48,C100144,41631.91,37528.42,C101039,90544.95,94648.43,1,369,0,0,1,1
1,TRANSFER,39402.5,C101076,97663.13,58260.63,C101742,12707.15,52109.65,1,260,0,0,1,1
1,TRANSFER,13201.73,C101968,47020.3,33818.57,C100395,24543.27,37744.99,1,-371,0,0,1,0
1,TRANSFER,9128.36,C100329,327619.72,318491.36,C101052,33381.55,42509.91,1,666,0,0,1,1
1,TRANSFER,20839.89,C100325,183513.48,162673.59,C100672,56542.26,77382.15,1,-463,0,0,1,0
1,TRANSFER,6797.92,C100317,160488.69,153690.78,C100053,3044740.12,3051538.04,1,-273,0,0,1,0
1,TRANSFER,6046.08,C101556,76584.05,70537.97,C100654,96293.14,102339.22,1,135,0,0,1,1
1,TRANSFER,30972.6,C101283,472322.1,441349.49,C101529,86284.33,117256.94,1,410,0,0,1,1
1,TRANSFER,12711.38,C100491,42526.37,29815.0,C101618,149917.98,162629.36,1,490,0,0,1,1
1,TRANSFER,163650.96,C101288,196381.15,32730.19,C100425,384826.22,548477.17,1,-77,0,0,1,0
1,TRANSFER,9332.94,C101187,41444.78,32111.84,C101318,385512.8,394845.74,1,52,0,0,1,1
1,TRANSFER,31455.22,C101558,198280.62,166825.4,C101990,138708.48,170163.7,1,-204,0,0,1,0
1,TRANSFER,32823.99,C101295,207824.01,175000.02,C100274,114948.6,147772.59,1,-225,0,0,1,0
1,TRANSFER,47493.26,C100217,87755.67,40262.4,C101742,12707.15,60200.41,1,-371,0,0,1,0
1,TRANSFER,5774.32,C101316,81302.72,75528.4,C100471,58695.64,64469.97,1,-465,0,0,1,0
1,TRANSFER,11609.35,C101728,138483.36,126874.01,C101753,245078.08,256687.43,1,-403,0,0,1,0
1,TRANSFER,3277.35,C101764,91303.57,88026.23,C100957,113160.16,116437.51,1,-428,0,0,1,0
1,TRANSFER,16617.21,C101708,83245.76,66628.55,C100924,43848.86,60466.07,1,476,0,0,1,1
1,TRANSFER,1278463.08,C101138,188136.05,0.0,C101869,193964.32,1472427.4,9,-301,0,0,1,1
1,TRANSFER,15757.97,C100843,237560.14,221802.17,C101315,278112.47,293870.44,1,-134,0,0,1,0
1,TRANSFER,13424.47,C100107,28092.43,14667.96,C100992,91963.71,105388.18,1,342,0,0,1,1
1,TRANSFER,3783.54,C101241,35481.55,31698.01,C101769,242925.06,246708.6,1,191,0,0,1,1
1,TRANSFER,16093.31,C100221,39260.46,23167.15,C101948,92360.62,108453.93,1,410,0,0,1,1
1,TRANSFER,16566.49,C101634,80359.07,63792.58,C100545,55020.64,71587.13,1,-233,0,0,1,0
1,TRANSFER,7997.6,C101452,1013621.71,1005624.11,C101254,63294.6,71292.2,1,-64,0,0,1,0
1,TRANSFER,12957.03,C100818,243639.9,230682.87,C100654,96293.14,109250.17,1,460,0,0,1,1
1,TRANSFER,1494541.45,C100915,1018169.89,0.0,MULE359957,0.0,1494541.45,16,333,1,3,0,1
1,TRANSFER,3542.43,C101475,205436.16,201893.73,MULE868844,0.0,3542.43,4,-135,0,0,1,0
1,TRANSFER,1442.96,C101475,205436.16,203993.2,MULE868844,0.0,1442.96,4,-135,0,0,1,0
1,TRANSFER,27949.2,C100088,46387.56,18438.36,C100313,105569.76,133518.95,1,425,0,0,1,1
1,TRANSFER,13887.11,C101931,244336.62,230449.51,C100530,391565.35,405452.46,1,-433,0,0,1,0
1,TRANSFER,9202.17,C101608,253677.77,244475.6,C100023,90784.28,99986.45,1,259,0,0,1,1
1,TRANSFER,14532.14,C100258,362762.51,348230.37,C101998,45273.43,59805.57,1,109,0,0,1,1
1,TRANSFER,37681.35,C101427,185371.12,147689.77,C101073,248907.98,286589.33,1,225,0,0,1,1
1,TRANSFER,9367.25,C100025,16878.99,7511.74,C101859,158541.79,167909.05,1,368,0,0,1,1
1,TRANSFER,4308.23,C101501,482416.47,478108.25,C101295,207824.01,212132.23,1,-19,0,1,1,1
1,TRANSFER,3491.29,C101934,158860.89,155369.6,C101005,56668.53,60159.82,1,384,0,0,1,1
1,TRANSFER,7699.72,C101678,43289.91,35590.19,C101510,182198.05,189897.77,1,-172,0,0,1,0
1,TRANSFER,7951.9,C100559,590160.14,582208.24,C101715,35142.99,43094.89,1,-298,0,0,1,0
1,TRANSFER,10525.45,C100076,94715.24,84189.78,C100117,112312.56,122838.02,1,-439,0,0,1,0
1,TRANSFER,14104.15,C100016,95444.51,81340.36,C101468,543231.65,557335.81,1,35,0,0,1,1
1,TRANSFER,29848.29,C100196,79509.48,49661.19,C100883,388083.32,417931.62,1,713,0,0,1,1
1,TRANSFER,8325.91,C100560,151865.07,143539.16,C100431,338776.98,347102.89,1,647,0,0,1,1
2,TRANSFER,4884.07,C101556,76584.05,71699.98,C100395,24543.27,29427.33,2,135,0,1,1,1
2,TRANSFER,22090.9,C101193,26509.08,4418.18,C101259,65846.68,87937.58,2,75,0,0,1,1
2,TRANSFER,7546.39,C100851,549686.19,542139.8,C100442,30762.68,38309.07,2,-201,0,0,1,0
2,TRANSFER,2304.21,C101180,30198.09,27893.88,C100548,12308.29,14612.5,2,444,0,0,1,1
2,TRANSFER,21326.96,C100707,25592.35,4265.39,C100913,6754.45,28081.42,2,97,0,0,1,1
2,TRANSFER,48384.47,C101498,74776.87,26392.39,C100933,350691.68,399076.15,2,342,0,0,1,1
2,TRANSFER,1461.81,C100915,1018169.89,1016708.08,C101648,0.0,1461.81,16,333,0,4,1,1
2,TRANSFER,4282.84,C100915,1018169.89,1013887.05,C101171,0.0,4282.84,16,333,0,4,1,1
2,TRANSFER,29688.72,C100938,60991.76,31303.04,C101577,123409.5,153098.22,2,568,0,0,1,1
2,TRANSFER,1502.76,C101626,104356.89,102854.13,C101274,9895.36,11398.12,2,125,0,0,1,1
2,TRANSFER,36707.69,C100312,510191.57,473483.87,C101543,160404.53,197112.23,2,-166,0,0,1,0
2,TRANSFER,19898.08,C100958,123160.05,103261.98,C101982,64277.43,84175.51,2,358,0,0,1,1
2,TRANSFER,774.92,C100915,1018169.89,1017394.97,C101109,0.0,774.92,16,333,0,4,1,1
2,TRANSFER,25906.22,C100968,1129945.77,1104039.54,C100112,294632.96,320539.18,2,516,0,0,1,1
2,TRANSFER,2453.16,C100547,1115449.07,1112995.91,C101998,45273.43,47726.59,2,218,0,0,1,1
2,TRANSFER,14532.89,C100999,66108.67,51575.78,C100736,31783.18,46316.07,2,-253,0,0,1,0
2,TRANSFER,10790.63,C100532,132404.69,121614.05,C101189,19255.25,30045.88,2,366,0,0,1,1
2,TRANSFER,8596.29,C100288,316540.86,307944.57,C101665,14789.27,23385.55,2,62,0,0,1,1
2,TRANSFER,20314.41,C100733,56680.89,36366.48,C101456,131083.41,151397.82,2,13,0,0,1,1
2,TRANSFER,7303.4,C101040,447596.32,440292.92,C101022,159901.61,167205.01,2,488,0,0,1,1
2,TRANSFER,27345.36,C101594,62823.62,35478.25,C101456,131083.41,158428.78,2,709,0,0,1,1
2,TRANSFER,7571.61,C100717,119886.8,112315.19,C100346,79886.4,87458.01,2,297,0,0,1,1
2,TRANSFER,9192.54,C100596,436027.43,426834.89,C100231,27090.18,36282.72,2,-178,0,0,1,0
2,TRANSFER,14733.74,C101058,44080.94,29347.2,C101667,26352.58,41086.32,2,624,0,0,1,1
2,TRANSFER,7127.87,C100530,391565.35,384437.48,C101729,132774.58,139902.45,2,265,0,0,1,1
2,TRANSFER,3616.61,C101569,274041.02,270424.41,C101907,28073.79,31690.4,2,-28,0,0,1,0
2,TRANSFER,16097.75,C100269,57149.3,41051.56,C100309,135091.08,151188.83,2,179,0,0,1,1
2,TRANSFER,8869.12,C101837,83645.55,74776.43,C101799,92977.57,101846.69,2,-251,0,0,1,0
2,TRANSFER,25013.5,C100034,113153.18,88139.68,C101425,154864.99,179878.49,2,253,0,0,1,1
2,TRANSFER,17071.08,C100140,88083.6,71012.51,C101678,43289.91,60360.99,2,-301,0,0,1,0
2,TRANSFER,15886.9,C100202,110079.71,94192.81,C101166,34500.48,50387.39,2,710,0,0,1,1
2,TRANSFER,48350.33,C101149,131528.54,83178.21,C101156,2436604.56,2484954.89,2,567,0,1,1,1
2,TRANSFER,10922.77,C100885,142082.09,131159.32,C100139,447278.99,458201.76,2,312,0,0,1,1
2,TRANSFER,1203.23,C101214,334493.41,333290.18,C101294,49040.77,50244.0,2,695,0,0,1,1
2,TRANSFER,725.15,C100915,1018169.89,1017444.74,C101154,0.0,725.15,16,333,0,4,1,1
2,TRANSFER,69393.26,C100118,127786.7,58393.44,C100154,129205.15,198598.41,2,75,0,0,1,1
2,TRANSFER,23879.09,C101656,74651.0,50771.91,C100764,51513.3,75392.39,2,388,0,0,1,1
2,TRANSFER,10121.25,C101967,28189.37,18068.12,C101664,80610.88,90732.13,2,-318,0,0,1,0
2,TRANSFER,14965.49,C101334,105603.5,90638.01,C100216,100060.8,115026.29,2,552,0,0,1,1
2,TRANSFER,34872.0,C100740,41846.4,6974.4,C100005,379729.3,414601.3,2,312,0,0,1,1
2,TRANSFER,102277.94,C101354,122733.52,20455.59,C101619,71779.3,174057.24,2,-184,0,0,1,0
2,TRANSFER,18686.12,C100473,198988.61,180302.49,C101307,229766.32,248452.45,2,-376,0,0,1,0
2,TRANSFER,5475.74,C100100,134321.37,128845.63,C100382,15686.6,21162.34,2,124,0,0,1,1
2,TRANSFER,5860.77,C101714,38632.6,32771.83,C101973,759906.98,765767.75,2,-153,0,0,1,0
2,TRANSFER,35798.96,C101376,209034.44,173235.48,C101596,59096.95,94895.91,2,626,0,0,1,1
2,TRANSFER,7130.68,C100253,8556.81,1426.14,C100531,189214.08,196344.76,2,-279,0,0,1,0
2,TRANSFER,7107.4,C100656,136188.51,129081.11,C101515,68502.58,75609.98,2,127,0,0,1,1
2,TRANSFER,13316.12,C101388,15979.34,2663.22,C100854,36817.55,50133.67,2,-73,0,0,1,0
2,TRANSFER,20424.75,C100799,45602.9,25178.16,C100806,783368.78,803793.53,2,-370,0,0,1,0
2,TRANSFER,36718.48,C101427,185371.12,148652.65,C100140,88083.6,124802.07,2,225,0,1,1,1
2,TRANSFER,17250.86,C100787,92251.21,75000.35,C101925,286653.38,303904.24,2,-364,0,0,1,0
2,TRANSFER,24939.16,C100686,29926.99,4987.83,C101195,351604.9,376544.06,2,-32,0,0,1,0
2,TRANSFER,13471.27,C100386,16165.52,2694.25,C100064,68130.02,81601.29,2,716,0,0,1,1
2,TRANSFER,10946.37,C101453,234560.88,223614.51,C101826,275154.44,286100.81,2,371,0,0,1,1
2,TRANSFER,6071.4,C100683,43125.14,37053.74,C100180,1258425.74,1264497.14,2,192,0,0,1,1
2,TRANSFER,1139392.56,C101475,205436.16,0.0,MULE868844,0.0,1139392.56,4,-135,1,2,0,1
2,TRANSFER,7872.35,C101488,109909.3,102036.95,C101503,23657.12,31529.47,2,498,0,0,1,1
2,TRANSFER,34441.06,C100078,41329.28,6888.21,C101013,113822.67,148263.73,2,-328,0,0,1,0
2,TRANSFER,31517.04,C101406,231328.54,199811.51,C101707,202063.05,233580.09,2,44,0,0,1,1
2,TRANSFER,6208.16,C101726,129852.29,123644.13,C100131,1632158.85,1638367.0,2,135,0,0,1,1
2,TRANSFER,10367.15,C101717,168371.9,158004.74,C100252,221942.49,232309.65,2,-210,0,0,1,0
2,TRANSFER,15045.53,C100454,60316.39,45270.86,C100854,36817.55,51863.08,2,605,0,0,1,1
2,TRANSFER,319660.41,C100248,383592.5,63932.08,C101795,80380.0,400040.42,2,-267,0,0,1,0
2,TRANSFER,12490.33,C101740,14988.4,2498.07,C100722,12313.68,24804.01,2,-243,0,0,1,0
2,TRANSFER,21429.75,C101865,26607.14,5177.39,C100026,194499.34,215929.1,2,30,0,0,1,1
2,TRANSFER,43777.09,C101914,52532.51,8755.42,C100121,104095.12,147872.21,2,589,0,0,1,1
2,TRANSFER,9575.43,C100827,993903.35,984327.92,C101601,1796528.31,1806103.74,2,-271,0,0,1,0
2,TRANSFER,2910.92,C101859,158541.79,155630.87,C101605,259709.83,262620.75,2,268,0,0,1,1
2,TRANSFER,4953.0,C101962,183576.83,178623.83,C101586,28900.75,33853.75,2,248,0,0,1,1
2,TRANSFER,21726.93,C101990,138708.48,116981.55,C101521,103611.51,125338.44,2,512,0,0,1,1
2,TRANSFER,11224.8,C101739,55887.91,44663.11,C101498,74776.87,86001.67,2,-203,0,0,1,0
3,TRANSFER,10326.29,C101653,233961.45,223635.17,C101375,47576.89,57903.18,3,-25,0,0,1,0
3,TRANSFER,46941.67,C101418,116299.35,69357.67,C100553,8086.62,55028.29,3,-115,0,0,1,0
3,TRANSFER,56677.86,C101413,68013.43,11335.57,C100088,46387.56,103065.42,3,32,0,0,1,1
3,TRANSFER,14615.19,C101189,19255.25,4640.06,C101583,91674.69,106289.88,3,545,0,0,1,1
3,TRANSFER,10778.5,C100994,55134.15,44355.64,C101551,23822.32,34600.83,3,563,0,0,1,1
3,TRANSFER,15315.86,C100554,157447.15,142131.28,C100702,268996.16,284312.03,3,572,0,0,1,1
3,TRANSFER,3442.09,C101655,149869.68,146427.59,C100378,103897.2,107339.29,3,-304,0,0,1,0
3,TRANSFER,4968.43,C100909,189596.31,184627.88,C100474,33218.39,38186.82,3,385,0,0,1,1
3,TRANSFER,3734.72,C101533,150590.11,146855.39,C101155,38879.82,42614.54,3,116,0,0,1,1
3,TRANSFER,40388.36,C101975,140831.68,100443.32,C100547,1115449.07,1155837.44,3,209,0,0,1,1
3,TRANSFER,24897.05,C100046,218061.21,193164.16,C100762,52040.45,76937.5,3,-68,0,0,1,0
3,TRANSFER,26937.2,C101426,155903.91,128966.7,C100493,39561.44,66498.64,3,390,0,0,1,1
3,TRANSFER,3463.08,C101200,49592.57,46129.49,C100717,119886.8,123349.88,3,24,0,0,1,1
3,TRANSFER,1187738.4,C101603,567959.26,0.0,C101932,150477.92,1338216.32,13,86,0,0,1,1
3,TRANSFER,10922.67,C101263,683028.98,672106.32,C100886,182374.3,193296.97,3,-90,0,0,1,0
3,TRANSFER,353.77,C100947,163891.66,163537.89,C101537,66044.34,66398.11,3,-455,0,0,1,0
3,TRANSFER,36395.19,C101484,281872.72,245477.53,C101420,99667.29,136062.49,3,580,0,0,1,1
3,TRANSFER,41941.38,C100576,50329.66,8388.28,C101796,13473.55,55414.93,3,-136,0,0,1,0
3,TRANSFER,15870.64,C100833,29886.79,14016.15,C101001,225309.57,241180.21,3,218,0,1,1,1
3,TRANSFER,11689.54,C100482,128146.38,116456.84,C101347,122162.74,133852.28,3,328,0,0,1,1
3,TRANSFER,7708.6,C101696,42654.9,34946.3,C101524,32710.56,40419.16,3,-201,0,0,1,0
3,TRANSFER,2918.74,C100965,14473.3,11554.56,C100222,109446.62,112365.35,3,502,0,0,1,1
3,TRANSFER,10972.07,C100967,43567.32,32595.25,C101596,59096.95,70069.02,3,-404,0,0,1,0
3,TRANSFER,32651.1,C100711,230461.48,197810.38,C100051,22705.31,55356.41,3,-476,0,0,1,0
3,TRANSFER,61899.0,C100782,180106.3,118207.3,C100353,125124.88,187023.88,3,251,0,0,1,1
3,TRANSFER,17154.0,C100713,25128.35,7974.34,C101210,103719.69,120873.7,3,527,0,0,1,1
3,TRANSFER,42914.83,C100973,51497.8,8582.97,C101416,113341.16,156255.99,3,327,0,0,1,1
3,TRANSFER,26802.76,C101269,36967.81,10165.05,C100533,117549.85,144352.61,3,238,0,0,1,1
3,TRANSFER,1012.84,C101473,191093.9,190081.06,C101194,85908.31,86921.14,3,224,0,0,1,1
3,TRANSFER,6111.84,C100742,36394.49,30282.65,C100888,61289.68,67401.52,3,555,0,0,1,1
3,TRANSFER,3354.37,C101569,274041.02,270686.65,C100388,379919.08,383273.45,3,-28,0,1,1,0
3,TRANSFER,84261.06,C100453,101113.27,16852.21,C101999,21939.27,106200.34,3,505,0,0,1,1
3,TRANSFER,29606.12,C101102,252058.74,222452.62,C101534,173772.2,203378.32,3,197,0,0,1,1
3,TRANSFER,1527.04,C101943,229493.63,227966.59,C100620,43413.81,44940.85,3,125,0,0,1,1
3,TRANSFER,60476.34,C100180,1258425.74,1197949.4,C100004,18292.57,78768.91,3,97,0,0,1,1
3,TRANSFER,7251.38,C101950,41258.27,34006.89,C101666,99853.83,107105.21,3,-206,0,0,1,0
3,TRANSFER,6361.1,C101762,142010.74,135649.64,C100016,95444.51,101805.61,3,0,0,0,1,1
3,TRANSFER,13704.44,C101560,233577.86,219873.42,C101566,233472.17,247176.61,3,364,0,0,1,1
3,TRANSFER,125187.35,C100138,150224.82,25037.47,C101775,32093.68,157281.03,3,-114,0,0,1,0
3,TRANSFER,78025.95,C100176,175823.23,97797.28,C101434,21266.65,99292.6,3,575,0,0,1,1
3,TRANSFER,12531.12,C101364,176809.25,164278.13,C101798,270233.49,282764.6,3,96,0,0,1,1
3,TRANSFER,88224.41,C100427,105869.3,17644.88,C101287,357864.39,446088.8,3,-81,0,0,1,0
3,TRANSFER,5339.15,C101176,278091.37,272752.23,C101276,312797.78,318136.92,3,-83,0,0,1,0
3,TRANSFER,26596.43,C100103,249259.34,222662.9,C100768,265894.89,292491.33,3,-189,0,0,1,0
3,TRANSFER,59783.53,C100526,90760.96,30977.44,C101493,131892.52,191676.04,3,129,0,0,1,1
3,TRANSFER,5209.4,C100590,36318.59,31109.18,C100315,153215.32,158424.72,3,-321,0,0,1,0
3,TRANSFER,7665.92,C100021,38254.5,30588.57,C101259,65846.68,73512.6,3,607,0,0,1,1
3,TRANSFER,7655.8,C100021,38254.5,30598.69,C101283,472322.1,479977.9,3,607,0,0,1,1
3,TRANSFER,13836.0,C100294,399485.73,385649.74,C101868,144069.58,157905.58,3,698,0,0,1,1
3,TRANSFER,20302.44,C101146,269072.98,248770.54,C100101,12614.69,32917.13,3,644,0,0,1,1
3,TRANSFER,93139.29,C100030,474442.6,381303.31,C101132,105050.72,198190.0,3,97,0,0,1,1
3,TRANSFER,24720.43,C101346,134317.44,109597.02,C100522,76377.53,101097.95,3,-397,0,0,1,0
3,TRANSFER,8031.84,C100890,37009.5,28977.66,C101593,169019.7,177051.55,3,-378,0,0,1,0
3,TRANSFER,3724.32,C101018,155494.74,151770.42,C101040,447596.32,451320.63,3,-53,0,0,1,0
3,TRANSFER,10404.26,C100327,576035.56,565631.3,C100059,26596.26,37000.52,3,67,0,0,1,1
3,TRANSFER,27156.65,C101041,85576.48,58419.83,C101670,177275.45,204432.1,3,-106,0,0,1,0
3,TRANSFER,6885.17,C101938,107121.73,100236.56,C100548,12308.29,19193.46,3,29,0,0,1,1
3,TRANSFER,36598.57,C101295,207824.01,171225.43,C100523,11377.87,47976.44,3,-225,0,1,1,0
3,TRANSFER,1160.06,C101129,153836.73,152676.66,C100337,268721.46,269881.52,3,200,0,0,1,1
3,TRANSFER,1085.48,C100236,94191.13,93105.65,C100346,79886.4,80971.88,3,-420,0,0,1,0
3,TRANSFER,10288.82,C101113,251559.62,241270.81,C100864,26814.87,37103.68,3,530,0,0,1,1
4,TRANSFER,5893.02,C100769,248668.3,242775.28,C100633,99348.33,105241.35,4,510,0,0,1,1
4,TRANSFER,7199.97,C100651,10123.58,2923.61,C100392,13468.85,20668.82,4,123,0,0,1,1
