step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,hour_of_day,account_open_step_orig,isFraud,velocity_24h,is_new_beneficiary,rule_flagged,amount_vs_sender_avg,drain_ratio,account_age_steps,suspicion_score,shap_amount,shap_amount_vs_sender_avg,shap_drain_ratio,shap_velocity_24h,shap_is_new_beneficiary,shap_hour_of_day,shap_account_age_steps
337,TRANSFER,6511.34,C101840,18783.13,12271.79,C100740,35471.14,41982.48,1,421,0,0,1,1,0.8886663088874274,0.34665894342423226,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
337,TRANSFER,9129.19,C100212,465107.46,455978.27,C101130,220158.1,229287.29,1,332,0,0,1,1,0.20566399896350368,0.019628130668985614,5,0.0,-2.9482374,-1.8225812,-5.6584744,-0.47670233,-0.53846765,2.4334252,-0.12330755
337,TRANSFER,69226.81,C101471,83072.17,13845.36,C101841,88830.66,158057.47,1,608,0,1,1,1,1.5586401431687196,0.8333333533962096,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
337,TRANSFER,3784.17,C100909,189596.31,185812.14,C100686,11994.79,15778.97,1,385,0,1,1,1,0.843777854539218,0.01995909097597944,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
337,TRANSFER,910354.41,C101830,30915.47,0.0,C100809,18934.63,929289.05,8,492,0,0,1,1,13.152018736538746,2.0,0,0.2,-0.78526837,-0.16442522,1.6148056,-0.40054712,-1.0390016,-5.069249,-0.27183434
337,TRANSFER,1185741.85,C100065,80222.13,0.0,C100488,515701.55,1701443.4,17,132,0,2,1,1,5.887475484272885,2.0,205,0.1,-0.8600134,-0.807696,1.748592,-0.9195199,-1.10147,-4.5779543,-0.5381776
337,TRANSFER,58841.59,C100939,70609.91,11768.32,C101962,183576.83,242418.43,1,492,0,0,1,1,1.7564158789077706,0.8333333097294698,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
337,TRANSFER,5678.69,C101387,54136.19,48457.51,C101345,74694.32,80373.0,1,414,0,2,1,1,0.07781352689290967,0.10489637338719254,0,0.0,-3.1631603,-1.496302,-5.413605,-0.23514885,-0.57324165,2.6896653,-0.11812753
337,TRANSFER,5983.92,C100412,12793.16,6809.24,C100029,55620.12,61604.04,1,500,0,1,1,1,0.8615248566745554,0.46774370053997605,0,0.0,-3.154489,-1.6310449,-5.658995,0.23644252,-0.54399574,2.3775933,-0.13000211
337,TRANSFER,4540.21,C101312,80096.75,75556.54,C100752,14144.96,18685.17,1,622,0,0,1,1,0.6110510089990081,0.056684072699578945,0,0.0,-2.9275367,-1.8225812,-5.6584744,-0.4786451,-0.53900033,2.4156675,-0.16548668
338,TRANSFER,22610.08,C100222,109446.62,86836.53,C100901,18255.09,40865.17,2,617,0,0,1,1,1.3500392566859427,0.20658545691040986,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,9007.74,C101669,116337.18,107329.44,C101296,167823.23,176830.97,2,374,0,0,1,1,1.4612635557682478,0.07742786957703462,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,13371.56,C101645,16768.05,3396.49,C100812,59598.76,72970.31,2,413,0,0,1,1,0.9104587728995315,0.7974427557169737,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,854.75,C100829,1968362.24,1967507.49,C101622,34196.88,35051.64,2,422,0,0,1,1,0.8801209533485269,0.00043424425780490484,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,9785.55,C100718,343603.22,333817.68,C100699,35088.24,44873.78,2,596,0,1,1,1,1.0930672623163045,0.028479215066727258,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,24558.28,C100048,111603.53,87045.25,C100034,113153.18,137711.46,2,674,0,0,1,1,0.47093538266513757,0.22004931206029055,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,8022.09,C101453,234560.88,226538.79,C100659,169359.4,177381.5,2,371,0,2,1,1,0.8715822696429754,0.03420046002555925,0,0.0,-3.2061844,-1.5210766,-5.413605,-0.23514885,-0.57324165,2.6205006,-0.11812753
338,TRANSFER,4512.54,C101331,94692.01,90179.47,C100102,41915.74,46428.27,2,637,0,0,1,1,1.0550023516572857,0.047654918297752896,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,48868.67,C100434,73781.05,24912.37,C101276,312797.78,361666.45,2,572,0,0,1,1,0.489401633637184,0.6623471745116124,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,26033.0,C100996,31239.6,5206.6,C101778,90635.35,116668.35,2,684,0,0,1,1,0.26650593882720724,0.8333333333333334,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,13689.23,C100774,59096.25,45407.02,C101167,46930.75,60619.98,2,578,0,0,1,1,1.0414574610816114,0.2316429553482666,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,17822.74,C100429,878935.03,861112.29,C101878,20698.42,38521.16,2,646,0,1,1,1,0.9810407000853212,0.020277653514390023,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,12832.03,C101980,146223.76,133391.73,C101939,583350.59,596182.62,2,545,0,1,1,1,0.7558876925593861,0.08775612116662845,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,10966.26,C101829,25584.24,14617.98,C101248,281199.15,292165.41,2,356,0,1,1,1,1.076936607327478,0.42863340869222616,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,41093.01,C100514,114518.08,73425.07,C100062,136958.74,178051.76,2,719,0,0,1,1,1.3422429657444446,0.35883425569132843,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,7723.37,C101619,71779.3,64055.93,C100872,27218.74,34942.12,2,571,0,0,1,1,1.289079101797925,0.10759884813588318,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,12134.24,C100047,179424.09,167289.86,C101776,33265.72,45399.96,2,555,0,0,1,1,0.7895581578240818,0.06762882286319524,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,29061.39,C100516,100025.4,70964.02,C101580,214061.8,243123.19,2,347,0,2,1,1,0.9946667026354996,0.29054010281388526,0,0.0,-3.2061844,-1.5210766,-5.413605,-0.23514885,-0.57324165,2.6205006,-0.11812753
338,TRANSFER,16996.54,C100087,56298.8,39302.26,C101942,36120.36,53116.9,2,544,0,1,1,1,1.4379646269233182,0.30189879713244333,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,5285.07,C101523,14724.62,9439.55,C101425,154864.99,160150.05,2,658,0,1,1,1,0.5126783755780135,0.3589274290270309,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,4929.99,C101700,92914.14,87984.15,C101624,91432.41,96362.4,2,639,0,0,1,1,0.03804130605196512,0.05305963118207842,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
338,TRANSFER,7719.05,C100644,560436.06,552717.01,C100046,218061.21,225780.26,2,665,0,1,1,1,0.8335358538017986,0.013773292889112094,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
338,TRANSFER,15225.26,C100044,18864.19,3638.93,C100434,73781.05,89006.31,2,558,0,0,1,1,0.9547691708574935,0.8070985290118474,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,29915.54,C101610,214086.46,184170.92,C100539,210551.59,240467.13,3,370,0,0,1,1,0.4605183534709302,0.13973578712077356,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,29346.86,C101133,46708.29,17361.43,C100106,530225.8,559572.66,3,337,0,1,1,1,0.3201547816714413,0.6283008862024279,2,0.0,-3.2119353,-1.6558194,-5.658995,0.23524648,-0.54346305,2.3084285,-0.114915565
339,TRANSFER,21537.9,C100216,100060.8,78522.9,C101399,54545.59,76083.48,3,533,0,0,1,1,0.9092012707003534,0.21524812913748442,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,18047.61,C101804,321097.29,303049.68,C100605,33624.44,51672.05,3,618,0,0,1,1,1.2644989869312402,0.05620604895170558,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,23140.74,C101479,100918.96,77778.21,C100461,20418.54,43559.28,3,402,0,0,1,1,0.3158504288798084,0.2293002226737176,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,43812.24,C101587,125976.21,82163.97,C100777,56581.62,100393.86,3,347,0,0,1,1,0.5180721208588128,0.3477818550026231,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,47918.66,C101629,210440.91,162522.25,C100566,125695.03,173613.69,3,332,0,0,1,1,1.2016172896980795,0.22770601020495493,7,0.0,-2.991261,-1.8537701,-5.6584744,-0.47670233,-0.53846765,2.364261,-0.1168933
339,TRANSFER,6389.45,C101122,225298.84,218909.39,C101198,337630.74,344020.18,3,465,0,1,1,1,1.0692345454069285,0.028359888581761007,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
339,TRANSFER,9818.9,C101981,72637.19,62818.29,C100843,237560.14,247379.04,3,638,0,0,1,1,1.2815635936814769,0.13517731068616504,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,15935.38,C101028,35985.13,20049.75,C101908,28318.74,44254.12,3,375,0,0,1,1,0.13254123390667255,0.44283235881043087,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,30144.39,C101878,36173.27,6028.88,C100100,134321.37,164465.76,3,453,0,1,1,1,0.21251962999897425,0.8333332872587964,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
339,TRANSFER,13596.42,C101688,2307746.1,2294149.67,C100414,373982.23,387578.66,3,699,0,0,1,1,1.1168785847857705,0.005891644665762841,0,0.0,-2.9705603,-1.8473557,-5.6584744,-0.4786451,-0.53900033,2.3465033,-0.16548668
339,TRANSFER,12288.24,C101115,242456.27,230168.03,C101207,145007.31,157295.55,3,479,0,1,1,1,0.8220232550840706,0.05068229417205833,0,0.0,-3.1975121,-1.6558194,-5.658995,0.23644252,-0.54399574,2.3084285,-0.13000211
340,TRANSFER,5812.98,C100702,268996.16,263183.18,C101364,176809.25,182622.23,4,603,0,0,1,1,1.1353416560528289,0.021609899561391508,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,4751.35,C100358,421307.18,416555.82,C101835,138436.95,143188.3,4,355,0,0,1,1,0.74027099376817,0.011277638325556191,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,51806.02,C100381,254844.47,203038.45,C101463,18818.64,70624.66,4,593,0,0,1,1,0.4537088181199002,0.2032848505600298,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,21706.56,C100785,110565.57,88859.01,C101126,93786.88,115493.44,4,446,0,0,1,1,1.4609196902565826,0.19632296021265933,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,8051.98,C101435,185617.32,177565.34,C100447,56971.24,65023.22,4,330,0,1,1,1,0.5918435059567447,0.04337946480425425,10,0.0,-3.2551405,-1.7066181,-5.658995,0.23524648,-0.5482069,2.2046573,-0.08378953
340,TRANSFER,13359.85,C101004,71794.84,58434.99,C101109,37213.66,50573.51,4,560,0,1,1,1,0.9700425111638147,0.186083707408499,0,0.0,-3.2407174,-1.6998246,-5.658995,0.23644252,-0.5487397,2.1872785,-0.13000211
340,TRANSFER,4651.24,C101535,19873.36,15222.12,C100275,2498.55,7149.78,4,581,0,0,1,1,0.9487906908669584,0.2340439663952145,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,24938.29,C101643,45392.75,20454.47,C100433,111632.43,136570.71,4,494,0,1,1,1,1.0019423506158813,0.5493892747189805,0,0.0,-3.2407174,-1.6998246,-5.658995,0.23644252,-0.5487397,2.1872785,-0.13000211
340,TRANSFER,9602.27,C100435,31269.11,21666.84,C101008,71362.24,80964.51,4,473,0,0,1,1,1.3449387228151997,0.30708485147162806,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,29114.52,C100374,64496.31,35381.78,C101620,146375.24,175489.77,4,691,0,0,1,1,0.4281825617366844,0.4514137320414145,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,8638.18,C100868,106671.32,98033.14,C101137,354627.14,363265.32,4,524,0,0,1,1,1.124446003473599,0.08097940477346675,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,9876.56,C100748,80811.06,70934.5,C101809,160179.68,170056.24,4,718,0,2,1,1,0.07321796025172207,0.12221792413068211,0,0.0,-3.2493896,-1.5650817,-5.413605,-0.23514885,-0.5779855,2.499351,-0.11812753
340,TRANSFER,14973.84,C100979,1559065.07,1544091.23,C101672,194970.75,209944.59,4,697,0,1,1,1,0.7257971556640801,0.009604371419853566,0,0.0,-3.2407174,-1.6998246,-5.658995,0.23644252,-0.5487397,2.1872785,-0.13000211
340,TRANSFER,10367.79,C101730,40826.95,30459.16,C100379,88961.09,99328.88,4,319,0,0,1,1,0.12424474668837543,0.25394475952771395,21,0.0,-3.0344658,-1.959228,-5.6584744,-0.47670233,-0.5432116,2.2637663,-0.0760963
340,TRANSFER,103663.01,C100676,646245.95,542582.94,C100094,110581.83,214244.84,4,476,0,0,1,1,0.6974520433560633,0.1604079839881395,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,18215.26,C100588,143099.49,124884.23,C101854,110175.71,128390.97,4,505,0,0,1,1,1.0747488911094376,0.127290879932556,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,4958.6,C100539,210551.59,205592.99,C100416,40377.2,45335.8,4,694,0,0,1,1,0.8726475741420058,0.023550522700873454,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,8907.43,C100438,325998.22,317090.79,C101876,25647.12,34554.55,4,455,0,0,1,1,1.2157426840054801,0.02732355409793342,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
340,TRANSFER,3593.94,C100861,210963.83,207369.9,C101757,21456.3,25050.24,4,394,0,0,1,1,1.15446605776185,0.017035811304715126,0,0.0,-3.013765,-1.8913609,-5.6584744,-0.4786451,-0.54374427,2.2253532,-0.16548668
341,TRANSFER,15766.33,C101645,18919.59,3153.27,C101610,214086.46,229852.79,5,413,0,1,1,1,1.0735167373836014,0.8333335976096734,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,3127.53,C101330,100991.28,97863.74,C100498,51139.5,54267.03,5,617,0,0,1,1,1.371248035816714,0.030968317264619283,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,1453.36,C100538,206349.82,204896.46,C100975,144581.47,146034.83,5,588,0,1,1,1,0.012045863163599431,0.00704318520849691,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,3990.9,C101468,543231.65,539240.76,C101634,80359.07,84349.96,5,526,0,0,1,1,0.04761098571391568,0.007346589617891372,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,525.3,C100978,47471.34,46946.04,C100318,1441599.03,1442124.33,5,408,0,0,1,1,0.0034864204377478615,0.011065624016511857,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,3101.89,C100445,2245304.17,2242202.28,C101512,46595.12,49697.01,5,640,0,1,1,1,1.0318293226886817,0.001381501019525564,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,21357.9,C100491,42526.37,21168.47,C100884,98488.78,119846.69,5,490,0,1,1,1,1.121455372136634,0.5022272063192791,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,10911.69,C100420,13094.02,2182.34,C101485,361367.15,372278.84,5,386,0,0,1,1,0.7014949836534523,0.8333338424716016,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,27963.9,C101853,64987.93,37024.03,C100052,396622.21,424586.11,5,621,0,2,1,1,0.1409637620614327,0.43029374839297085,0,0.0,-2.5982978,-1.2960657,-3.47151,-0.35090783,-0.76111835,-2.3594697,-0.14507683
341,TRANSFER,19137.46,C101152,163113.06,143975.61,C101833,38959.33,58096.79,5,335,0,0,1,1,1.0724276447223078,0.11732635020151053,6,0.0,-2.3880923,-1.6530298,-3.7581031,-0.61087686,-0.6987975,-2.634125,-0.16799358
341,TRANSFER,1921.99,C100204,361142.34,359220.35,C101250,392092.17,394014.16,5,634,0,1,1,1,0.05991981721989403,0.005321973601876756,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,11483.96,C101523,14724.62,3240.66,C101957,321222.07,332706.03,5,658,0,2,1,1,1.1140018879604026,0.7799155428119706,0,0.0,-2.5982978,-1.2960657,-3.47151,-0.35090783,-0.76111835,-2.3594697,-0.14507683
341,TRANSFER,25223.06,C100792,38447.33,13224.27,C100741,214719.74,239942.8,5,717,0,0,1,1,0.2216241789884031,0.6560419150042409,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,7836.2,C101408,178459.75,170623.55,C101720,104343.53,112179.73,5,328,0,0,1,1,0.6067812125136712,0.04391018142746474,13,0.0,-2.3880923,-1.6598232,-3.7581031,-0.61087686,-0.6987975,-2.634504,-0.16082121
341,TRANSFER,30982.54,C100349,242643.46,211660.92,C101400,159337.25,190319.79,5,467,0,1,1,1,0.5075820323226476,0.127687513193226,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,1851.42,C100861,210963.83,209112.41,C101096,486102.4,487953.82,5,394,0,1,1,1,0.5947237707533917,0.008776006768553644,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,57413.46,C101817,123008.74,65595.28,C100030,474442.6,531856.06,5,435,0,0,1,1,0.5988180319766768,0.46674293225017993,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,13357.69,C101396,33367.74,20010.05,C100030,474442.6,487800.3,5,420,0,2,1,1,0.5857422091255211,0.400317492284464,0,0.0,-2.5982978,-1.2960657,-3.47151,-0.35090783,-0.76111835,-2.3594697,-0.14507683
341,TRANSFER,4882.87,C100385,47244.82,42361.95,C101563,80511.12,85394.0,5,609,0,0,1,1,0.8471883319323725,0.1033524945168592,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,8818.16,C101725,521461.79,512643.63,C100699,35088.24,43906.4,5,547,0,1,1,1,0.16520875427890028,0.016910462413746555,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,38334.1,C101210,103719.69,65385.59,C100252,221942.49,260276.6,5,584,0,1,1,1,0.19299793369327073,0.3695932758765476,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,9581.16,C101918,128752.9,119171.73,C100414,373982.23,383563.4,5,441,0,1,1,1,0.1505874254341432,0.07441510055307492,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,7184.99,C100766,11096.44,3911.44,C101361,6561.3,13746.29,5,596,0,0,1,1,0.49094364445107996,0.6475040643665896,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,13047.53,C101674,19279.15,6231.63,C100988,128846.79,141894.32,5,554,0,1,1,1,1.2047142127026005,0.6767689446889515,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,79444.45,C100837,130197.36,50752.91,C101204,165174.62,244619.07,5,570,0,0,1,1,0.7233221254742769,0.6101847994460102,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,152291.91,C101411,182750.3,30458.38,C101678,43289.91,195581.82,5,424,0,0,1,1,1.0550581281643203,0.8333332968536852,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,1892.73,C101711,220100.03,218207.3,C101324,294231.39,296124.13,5,343,0,0,1,1,1.3244314955971621,0.008599408187268308,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,12402.2,C100286,227973.8,215571.59,C100618,39125.27,51527.47,5,484,0,0,1,1,0.7495591716506571,0.05440186547752418,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
341,TRANSFER,12251.12,C101360,92306.1,80054.98,C101074,451869.31,464120.43,5,658,0,1,1,1,0.12916816709648696,0.13272275613420997,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
341,TRANSFER,10467.75,C101570,235826.01,225358.26,C100424,111426.91,121894.66,5,584,0,0,1,1,0.8006124743565562,0.04438759744949253,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
342,TRANSFER,2429.01,C101330,100991.28,98562.27,C101620,146375.24,148804.25,6,617,0,1,1,1,1.0649858487301982,0.02405168050152449,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
342,TRANSFER,20130.74,C100029,55620.12,35489.39,C100194,121492.59,141623.33,6,616,0,1,1,1,0.37067900530217274,0.3619326962976707,0,0.0,-2.5943441,-1.4646981,-3.7594745,0.19323318,-0.7246261,-2.5989926,-0.15695137
342,TRANSFER,40740.72,C100955,48888.86,8148.14,C100507,151835.85,192576.57,6,569,0,0,1,1,0.8624256539155112,0.8333334015151919,0,0.0,-2.3673913,-1.6530298,-3.7581031,-0.6128197,-0.6993303,-2.6518826,-0.21017267
